Flight Name,Expected Takeoff Time,Actual Takeoff Time,Delay Time,Flight Time,Airline,Departure Airport,Arrival Airport
SW360,1683890217,1683891539,1322,7049,Southwest Airlines,LAX,SFO
SW360,1683902949,1683903254,305,18027,Southwest Airlines,SFO,LAX
SW360,1683924993,1683926136,1143,18810,Southwest Airlines,LAX,SFO
SW360,1683949977,1683951680,1703,5828,Southwest Airlines,SFO,LAX
SW360,1683964331,1683964872,541,5793,Southwest Airlines,LAX,SFO
SW360,1683978639,1683979713,1074,20862,Southwest Airlines,SFO,LAX
SW360,1684000830,1684002826,1996,21019,Southwest Airlines,LAX,ORD
SW360,1684034203,1684034641,438,8745,Southwest Airlines,ORD,MKE
SW360,1684052456,1684053941,1485,6505,Southwest Airlines,MKE,SFO
SW360,1684069783,1684076617,6834,4759,Southwest Airlines,SFO,ORD
SW360,1684088256,1684089137,881,6113,Southwest Airlines,ORD,MKE
SW360,1684098285,1684099998,1713,16617,Southwest Airlines,MKE,SFO
SW360,1684117797,1684123304,5507,6491,Southwest Airlines,SFO,ORD
SW360,1684131812,1684133275,1463,18895,Southwest Airlines,ORD,MKE
SW360,1684158753,1684160441,1688,11005,Southwest Airlines,MKE,SFO
SW360,1684176995,1684177615,620,5509,Southwest Airlines,SFO,LAX
SW360,1684190204,1684191645,1441,15386,Southwest Airlines,LAX,SFO
SW360,1684216265,1684224008,7743,10397,Southwest Airlines,SFO,ORD
SW360,1684238789,1684240134,1345,4702,Southwest Airlines,ORD,MKE
SW360,1684247845,1684248501,656,21002,Southwest Airlines,MKE,SFO
SW360,1684276369,1684286172,9803,20523,Southwest Airlines,SFO,ORD
SW360,1684308067,1684308982,915,20052,Southwest Airlines,ORD,MKE
SW360,1684331503,1684331934,431,11856,Southwest Airlines,MKE,SFO
SW360,1684346446,1684352709,6263,10092,Southwest Airlines,SFO,ORD
SW360,1684367648,1684369338,1690,11680,Southwest Airlines,ORD,MKE
SW360,1684386265,1684386978,713,10001,Southwest Airlines,MKE,LAX
SW360,1684404010,1684405320,1310,16108,Southwest Airlines,LAX,SFO
SW360,1684424712,1684429422,4710,18794,Southwest Airlines,SFO,ORD
SW360,1684454235,1684455837,1602,19141,Southwest Airlines,ORD,MKE
SW360,1684478979,1684484287,5308,20879,Southwest Airlines,MKE,ORD
SW360,1684506898,1684507906,1008,17596,Southwest Airlines,ORD,MKE
SW360,1684534889,1684535887,998,8502,Southwest Airlines,MKE,LAX
SW360,1684553209,1684562537,9328,8322,Southwest Airlines,LAX,ORD
SW360,1684581615,1684581866,251,15656,Southwest Airlines,ORD,MKE
SW360,1684602780,1684609874,7094,12470,Southwest Airlines,MKE,ORD
SW360,1684628449,1684629471,1022,8401,Southwest Airlines,ORD,MKE
SW360,1684639339,1684649896,10557,3996,Southwest Airlines,MKE,ORD
SW360,1684656409,1684657680,1271,13884,Southwest Airlines,ORD,MKE
SW360,1684679349,1684682130,2781,3717,Southwest Airlines,MKE,ORD
SW360,1684691667,1684693023,1356,10672,Southwest Airlines,ORD,MKE
SW360,1684714296,1684715424,1128,19924,Southwest Airlines,MKE,SFO
SW360,1684744823,1684753716,8893,7088,Southwest Airlines,SFO,ORD
SW360,1684770671,1684772274,1603,18541,Southwest Airlines,ORD,MKE
SW360,1684797865,1684797966,101,5124,Southwest Airlines,MKE,SFO
SW360,1684810708,1684811657,949,11254,Southwest Airlines,SFO,LAX
SW360,1684823853,1684834567,10714,6870,Southwest Airlines,LAX,ORD
SW360,1684846734,1684847472,738,3723,Southwest Airlines,ORD,MKE
SW360,1684859228,1684860271,1043,19118,Southwest Airlines,MKE,SFO
SW360,1684881402,1684884417,3015,17150,Southwest Airlines,SFO,ORD
SW360,1684903072,1684903320,248,8969,Southwest Airlines,ORD,MKE
SW360,1684916599,1684918249,1650,9470,Southwest Airlines,MKE,LAX
SW360,1684931374,1684932626,1252,21099,Southwest Airlines,LAX,SFO
SW360,1684964203,1684965396,1193,9105,Southwest Airlines,SFO,LAX
SW360,1684978222,1684985784,7562,18447,Southwest Airlines,LAX,ORD
SW360,1685011018,1685011558,540,10228,Southwest Airlines,ORD,MKE
SW360,1685022258,1685023598,1340,5521,Southwest Airlines,MKE,SFO
SW360,1685029450,1685030097,647,9032,Southwest Airlines,SFO,LAX
SW360,1685046823,1685047199,376,7403,Southwest Airlines,LAX,SFO
SW360,1685059007,1685060072,1065,16359,Southwest Airlines,SFO,LAX
SW360,1685085666,1685094870,9204,6744,Southwest Airlines,LAX,ORD
SW360,1685110647,1685111930,1283,16654,Southwest Airlines,ORD,MKE
SW360,1685130181,1685131379,1198,11595,Southwest Airlines,MKE,SFO
SW360,1685148786,1685149336,550,7634,Southwest Airlines,SFO,LAX
SW360,1685160275,1685161829,1554,3613,Southwest Airlines,LAX,SFO
SW360,1685170930,1685173150,2220,9033,Southwest Airlines,SFO,ORD
SW360,1685191275,1685192620,1345,5808,Southwest Airlines,ORD,MKE
SW360,1685201542,1685201840,298,13512,Southwest Airlines,MKE,SFO
SW360,1685221651,1685229782,8131,17331,Southwest Airlines,SFO,ORD
SW360,1685255235,1685255325,90,9774,Southwest Airlines,ORD,MKE
SW360,1685274336,1685275764,1428,14606,Southwest Airlines,MKE,SFO
SW360,1685300754,1685305303,4549,12587,Southwest Airlines,SFO,ORD
SW360,1685319090,1685319408,318,15812,Southwest Airlines,ORD,MKE
SW360,1685341272,1685345750,4478,21322,Southwest Airlines,MKE,ORD
SW360,1685367848,1685368515,667,9628,Southwest Airlines,ORD,MKE
SW360,1685388805,1685394297,5492,3750,Southwest Airlines,MKE,ORD
SW360,1685405340,1685406306,966,9730,Southwest Airlines,ORD,MKE
SW360,1685422353,1685423239,886,8304,Southwest Airlines,MKE,SFO
SW360,1685438290,1685439808,1518,19536,Southwest Airlines,SFO,LAX
SW360,1685467030,1685471209,4179,5960,Southwest Airlines,LAX,ORD
SW360,1685482080,1685482093,13,19613,Southwest Airlines,ORD,MKE
SW360,1685511856,1685516923,5067,16978,Southwest Airlines,MKE,ORD
SW360,1685538805,1685539980,1175,14933,Southwest Airlines,ORD,MKE
SW360,1685565156,1685566294,1138,3905,Southwest Airlines,MKE,LAX
SW360,1685576064,1685577674,1610,20233,Southwest Airlines,LAX,SFO
SW360,1685603505,1685613106,9601,15646,Southwest Airlines,SFO,ORD
SW360,1685630535,1685631722,1187,6227,Southwest Airlines,ORD,MKE
SW360,1685638313,1685642288,3975,12565,Southwest Airlines,MKE,ORD
SW360,1685656405,1685656484,79,5056,Southwest Airlines,ORD,MKE
SW360,1685669319,1685669832,513,15055,Southwest Airlines,MKE,SFO
SW360,1685690844,1685695962,5118,12238,Southwest Airlines,SFO,ORD
SW360,1685708326,1685709578,1252,6996,Southwest Airlines,ORD,MKE
SW360,1685724776,1685724801,25,5119,Southwest Airlines,MKE,LAX
SW360,1685730827,1685732428,1601,18013,Southwest Airlines,LAX,SFO
SW360,1685751961,1685753142,1181,10617,Southwest Airlines,SFO,LAX
SW360,1685770227,1685771288,1061,5499,Southwest Airlines,LAX,SFO
SW360,1685777043,1685777269,226,11724,Southwest Airlines,SFO,LAX
SW360,1685791484,1685799107,7623,20690,Southwest Airlines,LAX,ORD
SW360,1685828264,1685829122,858,14451,Southwest Airlines,ORD,MKE
SW360,1685844894,1685846063,1169,9531,Southwest Airlines,MKE,SFO
SW360,1685859933,1685860686,753,8950,Southwest Airlines,SFO,LAX
SW360,1685874682,1685880100,5418,16640,Southwest Airlines,LAX,ORD
SW360,1685899615,1685900253,638,20008,Southwest Airlines,ORD,MKE
SW360,1685927505,1685927527,22,20622,Southwest Airlines,MKE,SFO
SW360,1685956459,1685957415,956,15544,Southwest Airlines,SFO,LAX
SW360,1685974420,1685975598,1178,15926,Southwest Airlines,LAX,SFO
SW360,1685994340,1686000820,6480,18242,Southwest Airlines,SFO,ORD
SW360,1686028195,1686028452,257,12596,Southwest Airlines,ORD,MKE
SW360,1686042590,1686042971,381,20821,Southwest Airlines,MKE,SFO
SW360,1686070749,1686071436,687,18511,Southwest Airlines,SFO,LAX
SW360,1686096899,1686099548,2649,8579,Southwest Airlines,LAX,ORD
SW360,1686114806,1686115428,622,13030,Southwest Airlines,ORD,MKE
SW360,1686131651,1686132688,1037,8549,Southwest Airlines,MKE,SFO
SW360,1686145496,1686146950,1454,14601,Southwest Airlines,SFO,LAX
SW360,1686171448,1686179189,7741,6623,Southwest Airlines,LAX,ORD
SW360,1686195933,1686197404,1471,13294,Southwest Airlines,ORD,MKE
SW360,1686220588,1686221106,518,16907,Southwest Airlines,MKE,LAX
SW360,1686238176,1686240973,2797,13539,Southwest Airlines,LAX,ORD
SW360,1686265181,1686266576,1395,7359,Southwest Airlines,ORD,MKE
SW360,1686284365,1686289126,4761,15966,Southwest Airlines,MKE,ORD
SW360,1686306977,1686308219,1242,19704,Southwest Airlines,ORD,MKE
SW360,1686333811,1686335574,1763,8512,Southwest Airlines,MKE,SFO
SW360,1686345767,1686355103,9336,10899,Southwest Airlines,SFO,ORD
SW360,1686370399,1686370742,343,16564,Southwest Airlines,ORD,MKE
SW360,1686388681,1686389195,514,16509,Southwest Airlines,MKE,SFO
SW360,1686415238,1686416817,1579,5228,Southwest Airlines,SFO,LAX
SW360,1686429320,1686430865,1545,6731,Southwest Airlines,LAX,SFO
SW360,1686442778,1686443466,688,16159,Southwest Airlines,SFO,LAX
SW360,1686459707,1686464755,5048,6217,Southwest Airlines,LAX,ORD
SW360,1686479820,1686481618,1798,13486,Southwest Airlines,ORD,MKE
SW360,1686504103,1686504588,485,10889,Southwest Airlines,MKE,LAX
SW360,1686523721,1686534008,10287,20754,Southwest Airlines,LAX,ORD
SW360,1686559940,1686560538,598,9490,Southwest Airlines,ORD,MKE
SW360,1686577874,1686578549,675,11130,Southwest Airlines,MKE,SFO
SW360,1686590110,1686590436,326,21137,Southwest Airlines,SFO,LAX
SW360,1686618426,1686627788,9362,7943,Southwest Airlines,LAX,ORD
SW360,1686642761,1686642916,155,4348,Southwest Airlines,ORD,MKE
SW360,1686655606,1686656417,811,18352,Southwest Airlines,MKE,LAX
SW360,1686679680,1686680116,436,20828,Southwest Airlines,LAX,SFO
SW360,1686707790,1686710021,2231,7604,Southwest Airlines,SFO,ORD
SW360,1686718190,1686719368,1178,8057,Southwest Airlines,ORD,MKE
SW360,1686731504,1686732737,1233,16751,Southwest Airlines,MKE,SFO
SW360,1686755986,1686756963,977,11469,Southwest Airlines,SFO,LAX
SW360,1686772822,1686774013,1191,18082,Southwest Airlines,LAX,SFO
SW360,1686802868,1686804327,1459,15039,Southwest Airlines,SFO,LAX
SW360,1686819418,1686828641,9223,7892,Southwest Airlines,LAX,ORD
SW360,1686845093,1686846569,1476,15287,Southwest Airlines,ORD,MKE
SW360,1686864685,1686865645,960,12741,Southwest Airlines,MKE,LAX
SW360,1686884726,1686885899,1173,7842,Southwest Airlines,LAX,SFO
SW360,1686901859,1686903426,1567,9285,Southwest Airlines,SFO,LAX
SW360,1686914042,1686914728,686,11040,Southwest Airlines,LAX,SFO
SW360,1686930512,1686932267,1755,10782,Southwest Airlines,SFO,LAX
SW360,1686951267,1686960967,9700,6034,Southwest Airlines,LAX,ORD
SW360,1686972993,1686973550,557,11199,Southwest Airlines,ORD,MKE
SW360,1686994710,1687004445,9735,11482,Southwest Airlines,MKE,ORD
SW360,1687018843,1687019623,780,16355,Southwest Airlines,ORD,MKE
SW360,1687040947,1687042516,1569,5823,Southwest Airlines,MKE,SFO
SW360,1687050906,1687054239,3333,19294,Southwest Airlines,SFO,ORD
SW360,1687077095,1687078005,910,16133,Southwest Airlines,ORD,MKE
SW360,1687099438,1687110160,10722,5575,Southwest Airlines,MKE,ORD
SW360,1687117649,1687118210,561,6414,Southwest Airlines,ORD,MKE
SW360,1687129687,1687131200,1513,21378,Southwest Airlines,MKE,SFO
SW360,1687153163,1687160461,7298,19891,Southwest Airlines,SFO,ORD
SW360,1687186608,1687186695,87,14060,Southwest Airlines,ORD,MKE
SW360,1687205209,1687205723,514,8528,Southwest Airlines,MKE,SFO
SW360,1687219100,1687224906,5806,21350,Southwest Airlines,SFO,ORD
SW360,1687247523,1687247894,371,19537,Southwest Airlines,ORD,MKE
SW360,1687272457,1687275710,3253,16128,Southwest Airlines,MKE,ORD
SW360,1687296300,1687297755,1455,19165,Southwest Airlines,ORD,MKE
SW360,1687319774,1687319933,159,9029,Southwest Airlines,MKE,LAX
SW360,1687335708,1687336821,1113,6628,Southwest Airlines,LAX,SFO
SW360,1687350130,1687351718,1588,12327,Southwest Airlines,SFO,LAX
SW360,1687366331,1687368056,1725,19030,Southwest Airlines,LAX,SFO
SW360,1687389192,1687389455,263,3882,Southwest Airlines,SFO,LAX
SW360,1687393871,1687398051,4180,8010,Southwest Airlines,LAX,ORD
SW360,1687409826,1687409929,103,10892,Southwest Airlines,ORD,MKE
SW360,1687430702,1687430863,161,12841,Southwest Airlines,MKE,SFO
SW360,1687450364,1687454312,3948,18218,Southwest Airlines,SFO,ORD
SW360,1687473464,1687474299,835,17833,Southwest Airlines,ORD,MKE
SW360,1687494319,1687504859,10540,16138,Southwest Airlines,MKE,ORD
SW360,1687527178,1687528260,1082,9536,Southwest Airlines,ORD,MKE
SW360,1687538386,1687539703,1317,9488,Southwest Airlines,MKE,SFO
SW360,1687551977,1687557253,5276,4112,Southwest Airlines,SFO,ORD
SW360,1687563413,1687564211,798,13637,Southwest Airlines,ORD,MKE
SW360,1687579491,1687588767,9276,20523,Southwest Airlines,MKE,ORD
SW360,1687618765,1687620477,1712,13424,Southwest Airlines,ORD,MKE
SW360,1687637957,1687639260,1303,21436,Southwest Airlines,MKE,LAX
SW360,1687664335,1687664640,305,21331,Southwest Airlines,LAX,SFO
SW360,1687691254,1687692525,1271,16826,Southwest Airlines,SFO,LAX
SW360,1687713344,1687713861,517,19350,Southwest Airlines,LAX,SFO
SW360,1687734696,1687735672,976,19259,Southwest Airlines,SFO,LAX
SW360,1687756677,1687757537,860,8511,Southwest Airlines,LAX,SFO
SW360,1687768551,1687777952,9401,3899,Southwest Airlines,SFO,ORD
SW360,1687790851,1687792625,1774,17124,Southwest Airlines,ORD,MKE
SW360,1687819829,1687821774,1945,5486,Southwest Airlines,MKE,ORD
SW360,1687837385,1687838027,642,7443,Southwest Airlines,ORD,MKE
SW360,1687846265,1687846397,132,9061,Southwest Airlines,MKE,LAX
SW360,1687857168,1687858211,1043,4310,Southwest Airlines,LAX,SFO
SW360,1687863053,1687863183,130,12800,Southwest Airlines,SFO,LAX
SW360,1687880217,1687888152,7935,12995,Southwest Airlines,LAX,ORD
SW360,1687901355,1687901795,440,10578,Southwest Airlines,ORD,MKE
SW360,1687918916,1687920382,1466,16562,Southwest Airlines,MKE,LAX
SW360,1687946981,1687947599,618,8421,Southwest Airlines,LAX,SFO
SW360,1687961127,1687966088,4961,14201,Southwest Airlines,SFO,ORD
SW360,1687987066,1687987100,34,14195,Southwest Airlines,ORD,MKE
SW360,1688004625,1688014728,10103,7984,Southwest Airlines,MKE,ORD
SW360,1688025312,1688025576,264,6744,Southwest Airlines,ORD,MKE
SW360,1688039992,1688049174,9182,13712,Southwest Airlines,MKE,ORD
SW360,1688072030,1688073620,1590,12530,Southwest Airlines,ORD,MKE
SW360,1688089591,1688099492,9901,8579,Southwest Airlines,MKE,ORD
SW360,1688116545,1688118009,1464,11353,Southwest Airlines,ORD,MKE
SW360,1688130932,1688131179,247,17976,Southwest Airlines,MKE,SFO
SW360,1688155427,1688155608,181,18945,Southwest Airlines,SFO,LAX
SW360,1688178436,1688182167,3731,4207,Southwest Airlines,LAX,ORD
SW360,1688191586,1688192427,841,4510,Southwest Airlines,ORD,MKE
SW360,1688203479,1688204486,1007,12391,Southwest Airlines,MKE,LAX
SW360,1688227568,1688230435,2867,14064,Southwest Airlines,LAX,ORD
SW360,1688252674,1688254260,1586,10983,Southwest Airlines,ORD,MKE
SW360,1688268403,1688269868,1465,5385,Southwest Airlines,MKE,SFO
SW360,1688280887,1688281596,709,11861,Southwest Airlines,SFO,LAX
SW360,1688297970,1688299256,1286,10336,Southwest Airlines,LAX,SFO
SW360,1688319834,1688320402,568,4475,Southwest Airlines,SFO,LAX
SW360,1688332386,1688335164,2778,7715,Southwest Airlines,LAX,ORD
SW360,1688348441,1688348574,133,11295,Southwest Airlines,ORD,MKE
SW360,1688370308,1688371742,1434,11875,Southwest Airlines,MKE,LAX
SW360,1688391802,1688393238,1436,14976,Southwest Airlines,LAX,SFO
SW360,1688410551,1688418353,7802,19024,Southwest Airlines,SFO,ORD
SW360,1688437690,1688438995,1305,21340,Southwest Airlines,ORD,MKE
SW360,1688462570,1688463321,751,19431,Southwest Airlines,MKE,SFO
SW360,1688489528,1688498349,8821,10123,Southwest Airlines,SFO,ORD
SW360,1688511246,1688512379,1133,4929,Southwest Airlines,ORD,MKE
SW360,1688518814,1688520786,1972,16651,Southwest Airlines,MKE,ORD
SW360,1688542447,1688543160,713,15329,Southwest Airlines,ORD,MKE
SW360,1688566142,1688566837,695,18002,Southwest Airlines,MKE,SFO
SW360,1688593337,1688600351,7014,8122,Southwest Airlines,SFO,ORD
SW360,1688616175,1688616281,106,18764,Southwest Airlines,ORD,MKE
SW360,1688636446,1688645057,8611,16952,Southwest Airlines,MKE,ORD
SW360,1688668119,1688668464,345,7782,Southwest Airlines,ORD,MKE
SW360,1688680676,1688681651,975,5713,Southwest Airlines,MKE,SFO
SW360,1688691065,1688692074,1009,14496,Southwest Airlines,SFO,LAX
SW360,1688711895,1688713659,1764,8898,Southwest Airlines,LAX,SFO
SW360,1688724196,1688724918,722,18171,Southwest Airlines,SFO,LAX
SW360,1688743925,1688753249,9324,6929,Southwest Airlines,LAX,ORD
SW360,1688770799,1688770969,170,15609,Southwest Airlines,ORD,MKE
SW360,1688790522,1688801282,10760,11734,Southwest Airlines,MKE,ORD
SW360,1688823135,1688823421,286,18782,Southwest Airlines,ORD,MKE
SW360,1688844375,1688844992,617,12859,Southwest Airlines,MKE,SFO
SW360,1688859164,1688859296,132,6239,Southwest Airlines,SFO,LAX
SW360,1688869673,1688873853,4180,6135,Southwest Airlines,LAX,ORD
SW360,1688883475,1688884715,1240,13286,Southwest Airlines,ORD,MKE
SW360,1688907783,1688909571,1788,6696,Southwest Airlines,MKE,LAX
SW360,1688924269,1688933188,8919,17924,Southwest Airlines,LAX,ORD
SW360,1688961468,1688962523,1055,12826,Southwest Airlines,ORD,MKE
SW360,1688985737,1688986816,1079,12518,Southwest Airlines,MKE,SFO
SW360,1689008817,1689009394,577,5786,Southwest Airlines,SFO,LAX
SW360,1689020135,1689023788,3653,9103,Southwest Airlines,LAX,ORD
SW360,1689038039,1689039603,1564,13387,Southwest Airlines,ORD,MKE
SW360,1689057854,1689058004,150,7631,Southwest Airlines,MKE,SFO
SW360,1689065849,1689072328,6479,7499,Southwest Airlines,SFO,ORD
SW360,1689081214,1689081536,322,16103,Southwest Airlines,ORD,MKE
SW360,1689103274,1689103288,14,20993,Southwest Airlines,MKE,LAX
SW360,1689134417,1689136072,1655,12444,Southwest Airlines,LAX,SFO
SW360,1689155038,1689165256,10218,19872,Southwest Airlines,SFO,ORD
SW360,1689191087,1689191446,359,21148,Southwest Airlines,ORD,MKE
SW360,1689220473,1689220765,292,20246,Southwest Airlines,MKE,SFO
SW360,1689250617,1689251005,388,10650,Southwest Airlines,SFO,LAX
SW360,1689266341,1689275186,8845,7599,Southwest Airlines,LAX,ORD
SW360,1689285224,1689286254,1030,8499,Southwest Airlines,ORD,MKE
SW360,1689301329,1689302198,869,13090,Southwest Airlines,MKE,SFO
SW360,1689325139,1689327787,2648,17228,Southwest Airlines,SFO,ORD
SW360,1689346916,1689347829,913,3933,Southwest Airlines,ORD,MKE
SW360,1689358206,1689359986,1780,6688,Southwest Airlines,MKE,SFO
SW360,1689372860,1689380469,7609,13985,Southwest Airlines,SFO,ORD
SW360,1689397872,1689398205,333,16269,Southwest Airlines,ORD,MKE
SW360,1689415616,1689415645,29,6232,Southwest Airlines,MKE,LAX
SW360,1689423008,1689424001,993,14632,Southwest Airlines,LAX,SFO
SW360,1689446217,1689452274,6057,11126,Southwest Airlines,SFO,ORD
SW360,1689464037,1689464763,726,12079,Southwest Airlines,ORD,MKE
SW360,1689485794,1689492980,7186,11644,Southwest Airlines,MKE,ORD
SW360,1689514715,1689515683,968,16704,Southwest Airlines,ORD,MKE
SW360,1689543094,1689543563,469,20217,Southwest Airlines,MKE,LAX
SW360,1689566598,1689570196,3598,4936,Southwest Airlines,LAX,ORD
SW360,1689578324,1689578451,127,5210,Southwest Airlines,ORD,MKE
SW360,1689587493,1689588754,1261,8880,Southwest Airlines,MKE,LAX
SW360,1689605299,1689605750,451,13151,Southwest Airlines,LAX,SFO
SW360,1689620754,1689621347,593,7045,Southwest Airlines,SFO,LAX
SW360,1689632723,1689633336,613,5752,Southwest Airlines,LAX,SFO
SW360,1689648129,1689648132,3,20630,Southwest Airlines,SFO,LAX
SW360,1689671426,1689672293,867,4392,Southwest Airlines,LAX,SFO
SW360,1689681729,1689686438,4709,17557,Southwest Airlines,SFO,ORD
SW360,1689705518,1689705854,336,18180,Southwest Airlines,ORD,MKE
SW360,1689724775,1689733485,8710,20299,Southwest Airlines,MKE,ORD
SW360,1689759059,1689759329,270,15662,Southwest Airlines,ORD,MKE
SW360,1689779950,1689785916,5966,10497,Southwest Airlines,MKE,ORD
SW360,1689805163,1689805733,570,16900,Southwest Airlines,ORD,MKE
SW360,1689829590,1689835190,5600,18478,Southwest Airlines,MKE,ORD
SW360,1689854415,1689856177,1762,17638,Southwest Airlines,ORD,MKE
SW360,1689880775,1689890054,9279,7841,Southwest Airlines,MKE,ORD
SW360,1689899722,1689899886,164,16596,Southwest Airlines,ORD,MKE
SW360,1689923096,1689923509,413,8432,Southwest Airlines,MKE,LAX
SW360,1689939088,1689942506,3418,15059,Southwest Airlines,LAX,ORD
SW360,1689966004,1689966034,30,19619,Southwest Airlines,ORD,MKE
SW360,1689993450,1689995040,1590,11778,Southwest Airlines,MKE,SFO
SW360,1690008088,1690012427,4339,14525,Southwest Airlines,SFO,ORD
SW360,1690037412,1690038304,892,6397,Southwest Airlines,ORD,MKE
SW360,1690048396,1690053281,4885,19609,Southwest Airlines,MKE,ORD
SW360,1690080904,1690081758,854,15793,Southwest Airlines,ORD,MKE
SW360,1690105573,1690107077,1504,8565,Southwest Airlines,MKE,SFO
SW360,1690125684,1690130882,5198,17602,Southwest Airlines,SFO,ORD
SW360,1690154038,1690155723,1685,20600,Southwest Airlines,ORD,MKE
SW360,1690178158,1690179888,1730,10099,Southwest Airlines,MKE,LAX
SW360,1690199229,1690200781,1552,18464,Southwest Airlines,LAX,SFO
SW360,1690223078,1690231363,8285,18279,Southwest Airlines,SFO,ORD
SW360,1690250070,1690251385,1315,17183,Southwest Airlines,ORD,MKE
SW360,1690275611,1690285981,10370,9742,Southwest Airlines,MKE,ORD
SW360,1690301726,1690302236,510,7329,Southwest Airlines,ORD,MKE
SW360,1690319593,1690319823,230,13020,Southwest Airlines,MKE,LAX
SW360,1690343539,1690351386,7847,7046,Southwest Airlines,LAX,ORD
SW360,1690362772,1690364511,1739,9281,Southwest Airlines,ORD,MKE
SW360,1690382445,1690388161,5716,9793,Southwest Airlines,MKE,ORD
SW360,1690401858,1690402353,495,13173,Southwest Airlines,ORD,MKE
SW360,1690423345,1690425057,1712,20004,Southwest Airlines,MKE,SFO
SW360,1690449502,1690450842,1340,9156,Southwest Airlines,SFO,LAX
SW360,1690465376,1690465452,76,9444,Southwest Airlines,LAX,SFO
SW360,1690484894,1690485175,281,18831,Southwest Airlines,SFO,LAX
SW360,1690504656,1690506142,1486,19916,Southwest Airlines,LAX,SFO
SW360,1690527547,1690527917,370,17663,Southwest Airlines,SFO,LAX
SW360,1690555781,1690556927,1146,15641,Southwest Airlines,LAX,SFO
SW360,1690581606,1690590450,8844,6075,Southwest Airlines,SFO,ORD
SW360,1690604407,1690604960,553,18380,Southwest Airlines,ORD,MKE
SW360,1690630686,1690631883,1197,5470,Southwest Airlines,MKE,SFO
SW360,1690640565,1690642167,1602,9953,Southwest Airlines,SFO,LAX
SW360,1690656725,1690663215,6490,12209,Southwest Airlines,LAX,ORD
SW360,1690683943,1690685616,1673,15110,Southwest Airlines,ORD,MKE
SW360,1690709010,1690716009,6999,4908,Southwest Airlines,MKE,ORD
SW360,1690727178,1690727547,369,7821,Southwest Airlines,ORD,MKE
SW360,1690741744,1690743348,1604,5000,Southwest Airlines,MKE,SFO
SW360,1690755691,1690755952,261,19194,Southwest Airlines,SFO,LAX
SW360,1690785750,1690786857,1107,5406,Southwest Airlines,LAX,SFO
SW360,1690799984,1690799985,1,18978,Southwest Airlines,SFO,LAX
SW360,1690825306,1690827361,2055,16884,Southwest Airlines,LAX,ORD
SW360,1690848910,1690850498,1588,9891,Southwest Airlines,ORD,MKE
SW360,1690869756,1690869928,172,3809,Southwest Airlines,MKE,SFO
SW360,1690882309,1690885114,2805,19014,Southwest Airlines,SFO,ORD
SW360,1690911527,1690912109,582,16521,Southwest Airlines,ORD,MKE
SW360,1690938614,1690938799,185,15237,Southwest Airlines,MKE,LAX
SW360,1690961717,1690971383,9666,11836,Southwest Airlines,LAX,ORD
SW360,1690991772,1690993392,1620,16252,Southwest Airlines,ORD,MKE
SW360,1691009673,1691011245,1572,15760,Southwest Airlines,MKE,LAX
SW360,1691036230,1691036443,213,4194,Southwest Airlines,LAX,SFO
SW360,1691047611,1691048672,1061,21281,Southwest Airlines,SFO,LAX
SW360,1691075646,1691076718,1072,20538,Southwest Airlines,LAX,SFO
SW360,1691097827,1691098621,794,15966,Southwest Airlines,SFO,LAX
SW360,1691124923,1691125938,1015,11475,Southwest Airlines,LAX,SFO
SW360,1691142779,1691143124,345,7535,Southwest Airlines,SFO,LAX
SW360,1691151394,1691151901,507,4250,Southwest Airlines,LAX,SFO
SW360,1691162171,1691162618,447,12214,Southwest Airlines,SFO,LAX
SW360,1691183843,1691185323,1480,9756,Southwest Airlines,LAX,SFO
SW360,1691201753,1691202783,1030,14845,Southwest Airlines,SFO,LAX
SW360,1691227590,1691228604,1014,18653,Southwest Airlines,LAX,SFO
SW360,1691254957,1691256444,1487,21573,Southwest Airlines,SFO,LAX
SW360,1691281149,1691286555,5406,3634,Southwest Airlines,LAX,ORD
SW360,1691298258,1691298808,550,9568,Southwest Airlines,ORD,MKE
SW360,1691319053,1691320017,964,8245,Southwest Airlines,MKE,LAX
SW360,1691333047,1691333720,673,6857,Southwest Airlines,LAX,SFO
SW360,1691351008,1691352859,1851,14251,Southwest Airlines,SFO,ORD
SW360,1691371584,1691372889,1305,17913,Southwest Airlines,ORD,MKE
SW360,1691391121,1691391716,595,19233,Southwest Airlines,MKE,LAX
SW360,1691417524,1691420395,2871,8949,Southwest Airlines,LAX,ORD
SW360,1691438707,1691440140,1433,12851,Southwest Airlines,ORD,MKE
SW360,1691460914,1691462014,1100,6061,Southwest Airlines,MKE,LAX
SW360,1691477283,1691477871,588,7797,Southwest Airlines,LAX,SFO
SW360,1691487212,1691488335,1123,17059,Southwest Airlines,SFO,LAX
SW360,1691505519,1691505911,392,7689,Southwest Airlines,LAX,SFO
SW360,1691519951,1691521134,1183,8470,Southwest Airlines,SFO,LAX
SW360,1691536214,1691536711,497,3669,Southwest Airlines,LAX,SFO
SW360,1691542707,1691551390,8683,12271,Southwest Airlines,SFO,ORD
SW360,1691567516,1691568105,589,18832,Southwest Airlines,ORD,MKE
SW360,1691596834,1691598445,1611,20902,Southwest Airlines,MKE,LAX
SW360,1691621306,1691623901,2595,16815,Southwest Airlines,LAX,ORD
SW360,1691647115,1691647412,297,21385,Southwest Airlines,ORD,MKE
